#MCPL-ASCII
#ASCII-FORMAT: v1
#NPARTICLES: 64
#NCOMMENTS: 2
Comment 1
Comment 2...
#END-HEADER
index     pdgcode               ekin[MeV]                   x[cm]                   y[cm]                   z[cm]                      ux                      uy                      uz                time[ms]                  weight                   pol-x                   pol-y                   pol-z  userflags
   13        2112 3.23950004599282693e-08    -112.139999389648438     118.760002136230469     12.7100000381469727   -0.901899171113793918    0.380459636449813843    0.204519803874164963     14.8590002059936523    0.379040002822875977                       0                       0                       0 0x00000000
   14        2112 1.59270001631739433e-08     -116.94000244140625     106.870002746582031     15.8090000152587891   -0.528851568698883057    0.822402492933156148   -0.209690624258836861     2.74749994277954102     0.41767999529838562                       0                       0                       0 0x00000000
   15        2112 1.44629996867706723e-08    -126.330001831054688     83.6299972534179688    -4.43949985504150391   -0.937077686949636002    0.347889155149459839  -0.0293009274685129377     4.44360017776489258    0.291110008955001831                       0                       0                       0 0x00000000
   16        2112  6.1202001688798191e-08    -119.930000305175781     99.4919967651367188     11.7790002822875977   -0.677541277048379742    0.516071021556854248    0.524031028284504985     8.97469997406005859    0.335579991340637207                       0                       0                       0 0x00000000
   17        2112 9.21730034519896435e-08    -119.739997863769531     99.9449996948242188    -19.6100006103515625   -0.869905015805165882    0.474347293376922607   -0.135129229787643412     1.41579997539520264     0.66632002592086792                       0                       0                       0 0x00000000
   18        2112 1.45690002284482034e-08     -112.30999755859375     118.349998474121094     2.06879997253417969   -0.708230738599047394    0.402560412883758545    0.579960632183172953     5.28590011596679688    0.270909994840621948                       0                       0                       0 0x00000000
   19        2112 4.36940013059938792e-08    -115.290000915527344     110.959999084472656     4.65450000762939453   -0.975437539957747735  -0.0429948903620243073    0.216039452517207742     3.79850006103515625    0.677280008792877197                       0                       0                       0 0x00000000
   20        2112 3.48949988904223574e-08    -118.110000610351562     103.970001220703125    -20.0620002746582031   -0.771836840227308585    0.550377726554870605    0.318358681647314679     2.77679991722106934    0.297129988670349121                       0                       0                       0 0x00000000
   21        2112 3.64459999957489345e-08    -113.769996643066406     114.730003356933594     4.04839992523193359   -0.961290243332194705    -0.26617005467414856   -0.071236016656538545     4.84060001373291016     0.40904998779296875                       0                       0                       0 0x00000000
   22        2112 1.45019996011797048e-07    -112.519996643066406     117.819999694824219    -4.93160009384155273   -0.816349174922297194    0.576259374618530273  -0.0387189587662822021     5.25799989700317383    0.626200020313262939                       0                       0                       0 0x00000000
   23        2112 1.74700005572958617e-08    -110.669998168945312     122.400001525878906    -14.1049995422363281   -0.822830131861657321     0.21342003345489502   -0.526690101882159034     3.41619992256164551    0.437489986419677734                       0                       0                       0 0x00000000
   24        2112 5.33209991715466458e-08    -116.300003051757812     108.480003356933594    -19.1410007476806641   -0.870611300973659796    0.491930752992630005   0.0063322094924009812    0.653999984264373779    0.985019981861114502                       0                       0                       0 0x00000000
   25        2112 4.60810012370416189e-09                 -115.75     109.830001831054688    -22.8209991455078125    -0.88762278310787468     0.42540132999420166   -0.176520546529278483     4.68709993362426758    0.483960002660751343                       0                       0                       0 0x00000000
   26        2112 1.45719996069715307e-08    -126.370002746582031     83.5479965209960938     8.94709968566894531   -0.951410820328177365    0.124800108373165131    0.281500237855158542     3.16160011291503906     0.92826002836227417                       0                       0                       0 0x00000000
   27        2112 3.06079996903463325e-08    -111.760002136230469     119.699996948242188    -10.4149999618530273   -0.446902096271514893    0.876634089705139452    0.178300838794906324     4.91470003128051758    0.595969974994659424                       0                       0                       0 0x00000000
   28        2112 7.29929965359588095e-08    -119.419998168945312     100.730003356933594     6.20279979705810547   -0.999681352559835812  -0.0237160325050354004 -0.00864541186741608729     7.73350000381469727    0.257180005311965942                       0                       0                       0 0x00000000
   29        2112 1.92609999061232884e-08    -115.080001831054688     111.489997863769531    -21.2220001220703125   -0.855879760658523558    0.516759872436523438  -0.0207139936877568376      3.2293999195098877     0.46950000524520874                       0                       0                       0 0x00000000
   30        2112 1.14700000608536357e-07    -117.209999084472656     106.209999084472656    -8.59160041809082031   -0.815746853599094823    0.493938088417053223   -0.300968828376103115     3.05929994583129883    0.441920012235641479                       0                       0                       0 0x00000000
   31        2112 1.32660005647267099e-07    -122.239997863769531     93.7570037841796875    -5.21750020980834961   -0.987686126538699583  -0.0959386229515075684    0.123579513144972605     7.38829994201660156     0.30597001314163208                       0                       0                       0 0x00000000
   32        2112 1.31299998429312836e-07    -111.919998168945312      119.30999755859375    -14.4600000381469727   -0.281441092491149902    0.946743632700745352    0.156420604135082103     9.27859973907470703    0.468109995126724243                       0                       0                       0 0x00000000
   33        2112 4.53439997727400623e-06    -124.339996337890625     88.5630035400390625     7.37909984588623047   -0.962602919437530846    0.254600763320922852   0.0925962785793572468   0.0542469993233680725    0.996119976043701172                       0                       0                       0 0x00000000
   34        2112 3.87660001877065952e-08    -121.529998779296875      95.529998779296875                      11   -0.432332009077072144    0.842333899500592231   -0.321811490906568742     2.78349995613098145    0.548219978809356689                       0                       0                       0 0x00000000
   35        2112 2.23230003371099883e-07    -113.169998168945312     116.209999084472656     10.8520002365112305   -0.474509298801422119    0.817518758302604787    0.326349513825821336     2.93770003318786621    0.587100028991699219                       0                       0                       0 0x00000000
   36        2112 7.10419989502497629e-09    -121.169998168945312        96.4010009765625    -26.7830009460449219   -0.817738922428710491   -0.536409318447113037   -0.208729724352414936     8.38399982452392578    0.346329987049102783                       0                       0                       0 0x00000000
   37        2112 4.12940011074169888e-08    -114.300003051757812     113.400001525878906    -21.6949996948242188   -0.865877025131059574    0.231539204716682434    0.443448502116483179     1.86450004577636719    0.537299990653991699                       0                       0                       0 0x00000000
   38        2112 3.67559991332200298e-08     -112.05999755859375     118.959999084472656      6.3218998908996582   -0.784027714064757575     0.60086822509765625    0.155749541400233199     1.51639997959136963    0.368149995803833008                       0                       0                       0 0x00000000
   39        2112 6.83889993524644524e-08    -115.160003662109375     111.279998779296875    -10.3809995651245117   -0.868631611794567271    0.233790427446365356     0.43683081281614955     5.88840007781982422    0.276100009679794312                       0                       0                       0 0x00000000
   40        2112 4.86849991432336537e-08                    -123      91.884002685546875    -16.7089996337890625   -0.800102410332514169    -0.59958183765411377  -0.0183780558116787701      4.8133997917175293    0.431639999151229858                       0                       0                       0 0x00000000
   41        2112 6.09310006893792888e-08    -125.160003662109375     86.5329971313476562    -4.25780010223388672   -0.993669105092067628  -0.0945709124207496643  -0.0606469464147730702     1.78149998188018799    0.851610004901885986                       0                       0                       0 0x00000000
   42        2112 9.38699962205191696e-09    -118.569999694824219     102.849998474121094    -20.2970008850097656   -0.773308891415540489    0.584289193153381348    0.246169651301370696     2.88010001182556152    0.710420012474060059                       0                       0                       0 0x00000000
   43        2112 1.61890003624876044e-08    -117.150001525878906     106.349998474121094     13.6379995346069336   -0.859241717044472941    0.481540977954864502    0.172690353641246103     1.89549994468688965    0.439220011234283447                       0                       0                       0 0x00000000
   44        2112  4.3507998981340279e-08    -113.629997253417969     115.080001831054688    -19.2360000610351562   -0.822069336612103685    0.509289562702178955    -0.25460979385082394     1.25030004978179932     0.46823999285697937                       0                       0                       0 0x00000000
   45        2112 1.01269996832797915e-08    -120.199996948242188     98.8079986572265625    -28.6870002746582031   -0.902857518382655377    0.401058882474899292   -0.154919573611271066     3.23440003395080566    0.518549978733062744                       0                       0                       0 0x00000000
   46        2112 4.38759997223314713e-08    -117.459999084472656     105.599998474121094     10.5570001602172852   -0.912789555618819359  -0.0714059621095657349    0.402139796250514769     3.85400009155273438    0.369419991970062256                       0                       0                       0 0x00000000
   47        2112 2.83129999445463909e-08    -120.629997253417969     97.7399978637695312    -19.3220005035400391    -0.95625380025360962    0.286351144313812256  -0.0598472359487048494      2.8564000129699707    0.976180016994476318                       0                       0                       0 0x00000000
   48        2112 4.87830007500633656e-08    -116.790000915527344                  107.25    -19.8920001983642578   -0.800366502085877563    0.409258216619491577   -0.438088089849804352     0.99290001392364502     0.80037999153137207                       0                       0                       0 0x00000000
   49        2112 4.34109992397679889e-08    -109.910003662109375     124.269996643066406    -15.5299997329711914   -0.902565663386487471    0.430207937955856323   0.0172149178179823725     7.43499994277954102    0.738629996776580811                       0                       0                       0 0x00000000
   50        2112 9.43919964413453272e-09    -119.930000305175781     99.4850006103515625    -1.69060003757476807   -0.632051765918731689    0.761412188024528036   -0.144090406088378115     2.71779990196228027    0.422360002994537354                       0                       0                       0 0x00000000
   51        2112 1.89030000541379195e-08     -113.69000244140625     114.930000305175781     5.17339992523193359    -0.67661773047210616    0.502278327941894531    0.538428201425845576     7.19299983978271484    0.367419987916946411                       0                       0                       0 0x00000000
   52        2112 1.59460000759281684e-08    -118.139999389648438     103.900001525878906    -5.38070011138916016    -0.78659189226588544    0.530731260776519775   -0.315590753755776943     6.69710016250610352    0.322129994630813599                       0                       0                       0 0x00000000
   53        2112 6.67229969053551031e-08    -116.519996643066406     107.930000305175781    -2.34389996528625488   -0.699861764907836914    0.707301837260982724  -0.0995872533375932317     3.62700009346008301     0.25709998607635498                       0                       0                       0 0x00000000
   54        2112 6.38390034168878628e-08    -109.989997863769531     124.069999694824219    -1.99129998683929443   -0.547586917877197266    0.408717691898345947    0.730135888515994202     3.79439997673034668    0.707960009574890137                       0                       0                       0 0x00000000
   55        2112 5.27249994775047526e-08    -109.169998168945312     126.110000610351562    -8.47990036010742188   -0.845426278114792873    0.400048255920410156    0.353858447981685087     4.76170015335083008    0.845179975032806396                       0                       0                       0 0x00000000
   56        2112 4.00209998474565509e-08    -111.970001220703125     119.180000305175781    -7.96430015563964844   -0.772592318760102814    0.620591878890991211   -0.134040400056987002     1.46140003204345703    0.941559970378875732                       0                       0                       0 0x00000000
   57        2112 2.94770003961275506e-08    -126.599998474121094        82.9739990234375    -14.2650003433227539   -0.985356753959059972     0.16986943781375885  -0.0147119517434693217     10.1009998321533203     0.27303999662399292                       0                       0                       0 0x00000000
   58        2112  5.0488001335224908e-08    -122.550003051757812     93.0009994506835938    -18.2380008697509766    -0.66312161120084534    0.507871270179748535    0.549851345078289144     10.6370000839233398    0.266209989786148071                       0                       0                       0 0x00000000
   59        2112 1.01170002153594396e-07    -125.550003051757812     85.5609970092773438     9.60949993133544922   -0.684127339610090202     0.39062848687171936    0.615937633565551201     2.83150005340576172    0.363920003175735474                       0                       0                       0 0x00000000
   60        2112 1.60339993726665853e-07    -117.519996643066406     105.449996948242188    -4.21420001983642578    -0.98870140047988686    0.130750179290771484  -0.0733071026882216592     3.01110005378723145    0.358680009841918945                       0                       0                       0 0x00000000
   61        2112 5.18849994080028409e-08    -114.739997863769531     112.319999694824219    -2.40219998359680176   -0.862943289827330151    0.502971947193145752  -0.0484571860379849062    0.791930019855499268    0.976629972457885742                       0                       0                       0 0x00000000
   62        2112 3.50830013928771223e-08    -116.790000915527344                  107.25     2.37159991264343262   -0.915344636292177771    0.400902032852172852  -0.0377061913501757703     1.83410000801086426    0.363070011138916016                       0                       0                       0 0x00000000
   63        2112 1.52060000147002938e-08    -113.339996337890625     115.779998779296875     -13.449000358581543   -0.763460922568346745    0.645160794258117676  -0.0299160368920024025     2.52659988403320312    0.584649980068206787                       0                       0                       0 0x00000000
